"ManufacturerName","Assignment"
"Toshiba","78D6B2 001C7E 000E7B B86B23 887384 F4645D EC21E5 00080D 0015B7 002318 E89D87 E8E0B7"
"Zhejiang Everbright Communication Equip. Co,. Ltd","C04A09"
"JinQianMao  Technology Co.,Ltd.","F00D5C"
"OVH","2C081C"
"Linctronix Ltd,","30E090"
"Charles River Laboratories","70BF3E"
"Hangzhou Xueji Technology Co., Ltd.","D848EE"
"Poynt Co.","88C242"
"Beijing Infosec Technologies Co., LTD.","E8343E"
"GOPEACE Inc.","C4ADF1"
"Source Chain","58F496"
"Viptela, Inc","80B709"
"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.","1C60DE 6C5940 F4EE14 508965 503AA0 640DCE C0A5DD 8CF228 BC5FF6 BC54FC C8E7D8 D02516 E4F3F5 488AD2 004BF3"
"Shanghai DareGlobal Technologies Co.,Ltd","741865 001E40 80A1D7 FCB0C4 94D723 A89DD2"
"Private","0084ED 906F18 B0ECE1 24336C 10B713 0086A0 3CB87A 0418B6 140708 0C8112 000578 000101 F0A225 E89E0C 544E45 111111 FCC233 0025DF A0D86F 8CE748 48D35D B025AA E80410 C8AACC 146E0A C02250 00259D 00269F 002419 0016B4 000F09 000E22 100000 24BF74 CC3ADF 604BAA 00234A ACDE48 00A085 D85DFB 7CE4AA 68E166 580943 1CF4CA 205B2A 980EE4 586ED6 00238C 001825 000DF2 000E2A 000E17 000D58 000C53 ACF85C 0023F7 0050C7 28EF01 487604 609620 DC7014 B4E1EB 8C8401 0024FB 0022F1 000EEF 000DA7 000DC2 000BF4 000B18 00A054 F04F7C 10AE60 002067 1100AA A468BC 20D160 A4A6A9 78F944 50E14A B0FEBD 18421D 48F317 706F81 00221C 001761 005047 00006C 00CB00 00BB3A E0CB1D 9C93E4 005079"
"TRP Systems BV","DCDC07"
"Planet Bingo? ? 3rd Rock Gaming?","080A4E"
"Acoustic Stream","0C1A10"
"Control Solutions LLC","E4A387"
"iPort","DC82F6"
"G24 Power Limited","C49E41"
"Goyoo Networks Inc.","C8A9FC"
"Mciao Technologies, Inc.","C49FF3"
"Shenzhen Ferex Electrical Co.,Ltd","7C2BE1"
"HangZhou KuoHeng Technology Co.,ltd","30FFF6"
"Beijing Guang Runtong Technology Development Company co.,Ltd","5853C0"
"ABB Global Industries and Services Private Limited","5031AD"
"Shenzhen Prifox Innovation Technology Co., Ltd.","30A243"
"Parallel Wireless, Inc","2CA539"
"Polyera","FC335F"
"Roqos, Inc.","A8C87F"
"NEC Platforms, Ltd.","C025A2 001B8B 98F199 A41242 003A9D 106682 1CB17F 000D02"
"ROXTON Ltd.","7853F2"
"Husqvarna AB","94BBAE"
"AzureWave Technology Inc.","AC8995 74C63B 0025D3 742F68 DC85DE E0B9A5 5C9656 605BB4 1C4BD6 94DBC9 40E230 F0038C 28C2DD 002243 74F06D 44D832 781881 B0EE45 240A64 D0E782 A81D16 409922 80A589 80D21D 08A95A 6CADF8 54271E 409F38 6C71D9 384FF0 0015AF 485D60"
"Gemtek Technology Co., Ltd.","1C497B 20107A 0009E1 002100 F835DD 002682 001A73 00904B AC8112 0014A5 E8E1E1"
"Davit Solution co.","54FF82"
"Jiangxi Hongpai Technology Co., Ltd.","D445E8"
"Shanghai Baud Data Communication Co.,Ltd.","847973 00E00F FCFAF7"
"SHENZHEN XIN FEI JIA ELECTRONIC CO. LTD.","881B99"
"Lupine Lighting Systems GmbH","681295"
"P2 Mobile Technologies Limited","649A12"
"Atomic Rules LLC","DC3CF6"
"Qolsys Inc.","3C3178"
"Junilab, Inc.","083A5C"
"ShengHai Electronics (Shenzhen) Ltd","4CAE31"
"ECHOSENS","F0D657"
"innodisk Corporation","24693E"
"Routerboard.com","E48D8C 4C5E0C 6C3B6B D4CA6D 000C42 64D154"
"Qingdao Eastsoft Communication Technology Co.,LTD","C0DC6A"
"Vodafone Omnitel B.V.","6459F8"
"Network Instruments","082CB0"
"Microsoft Corporation","485073 74E28C 8463D6 D48F33 00155D 985FD3 BC8385 9C6C15 4886E8 2C2997 102F6B 281878 C83F26 F01DBC C49DED 80C5E6 206274 0025AE 00125A 0C413E D0929E B84FD5 EC59E7 002248 5CBA37 3C8375 149A10 0CE725 20A99B 001DD8 0017FA 0003FF 949AA9"
"Oilfind International LLC","3CA31A"
"Cambrionix Ltd","A424DD"
"Beijing SHENQI Technology Co., Ltd.","D89A34"
"Bosung Electronics Co., Ltd.","1CADD1"
"Philips Oral Healthcare, Inc.","24E5AA"
"Suzhou Torchstar Intelligent Technology Co.,Ltd","88CBA5"
"MEDIA GLOBAL LINKS CO., LTD.","046169 0010C4"
"LAVA INTERNATIONAL(H.K) LIMITED","AC562C 48FCB6"
"Mercedes-Benz USA, LLC","3CCE15"
"Chuango Security Technology Corporation","84DF19"
"Liteon, Inc.","245BF0"
"Invensys Controls UK Limited","FCFEC2"
"LG Innotek","E8F2E2 944444 A06FAA C80210 1C08C1 001EB2 B4E62A 30A9DE C4366C"
"Electrocompaniet A.S.","AC676F"
"Cambridge Mobile Telematics, Inc.","4CB82C"
"Esan electronic co.","F0224E"
"ITTIM Technologies","B0411D"
"Acacia Communications","7CB25C"
"Instituto Nacional de Tecnolog?a Industrial","78EB39"
"EMC","7CC95A"
"ZTLX Network Technology Co.,Ltd","ECEED8"
"SB SYSTEMS Co.,Ltd","F85B9C"
"King Slide Technology CO., LTD.","7CA237"
"Aquantia Corporation","300EE3"
"Letv Mobile and Intelligent Information Technology (Beijing) Corporation Ltd.","847303"
"OMRON HEALTHCARE Co., Ltd.","B0495F"
"Sony Mobile Communications AB","BC6E64 A0E453 1C7B21 2421AB 6C23B9 58170C B8F934 205476 303926 00EB2D 00219E 001E45 001813 283F69 4040A7 40B837 C43ABE 307512 4C21D0 402BA1 0025E7 D05162 94CE2C 001620 0012EE 84C7EA 44746C 30A8DB 000AD9 000FDE 001EDC 001963 001B59 0023F1 3017C8 18002D 584822 68764F 0024EF 6C0E0D B4527D E063E5 000E07 001A75 0016B8 001D28 001FE4 002298 848EDF 44D4E0 B4527E 001CA4 002345 8C6422 90C115 8400D2 5CB524 9C5CF9 D4389C"
"Leading Public Performance Co., Ltd.","F44713"
"TangoWiFi.com","D4522A"
"Glory Star Technics (ShenZhen) Limited","407FE0"
"ELECOM CO.,LTD.","BC5C4C"
"Shenzhen Primestone Network Technologies.Co., Ltd.","C8C50E"
"Biosoundlab Co., Ltd.","9CBEE0"
"Mist Systems, Inc.","5C5B35"
"SHENZHEN BOOMTECH INDUSTRY CO.,LTD","E807BF"
"IDEO Security Co., Ltd.","E8162B"
"SKG Electric Group(Thailand) Co., Ltd.","ECE2FD"
"Avotek corporation","88E603"
"HUIZHOU MAORONG INTELLIGENT TECHNOLOGY CO.,LTD","94F19E"
"KEISOKUKI CENTER CO.,LTD.","C4924C"
"Minxon Hotel Technology INC.","E4F939"
"WiFiSong","38C70A 6C750D"
"Sino-Telecom Technology Co.,Ltd.","60E6BC"
"Davit System Technology Co., Ltd.","486EFB"
"TOP-ACCESS ELECTRONICS CO LTD","340A22"
"Vital Connect, Inc.","B008BF"
"NET RULES TECNOLOGIA EIRELI","485415"
"INNO S","70C76F"
"SHENZHEN FAST TECHNOLOGIES CO.,LTD","704E66 005C86 D48304 60EE5C D455BE 0CD86C 8C78D7 44975A F46A92 78EB14 745427 005A39 74C330"
"Shenzhen Yourf Kwan Industrial Co., Ltd","409B0D"
"Shenzhen UTEPO Tech Co., Ltd.","C40880"
"Tallac Networks","94C038"
"Shanghai Reallytek Information Technology  Co.,Ltd","801967"
"DriveScale, Inc.","6836B5"
"Seeed Technology Inc.","2CF7F1"
"Yaojin Technology(Shenzhen)Co.,Ltd","F88479"
"Beijing Autelan Technology Co.,Ltd","4C48DA"
"Nanomegas","90179B"
"Maike Industry(Shenzhen)CO.,LTD","3077CB"
"ATN International Limited","3428F0"
"SHEN ZHEN HENG SHENG HUI DIGITAL TECHNOLOGY CO.,LTD","EC3C5A"
"Koubachi AG","8C0551"
"Extreme Networks","D88466 B85001 000496 7467F7 B4C799 5C0E8B 00E02B FC0A81 000130"
"Loxley Public Company Limited","E887A3"
"Reacheng Communication Technology Co.,Ltd","10FACE"
"Micro-Star INTL CO., LTD.","D8CB8A 4CCC6A 309C23"
"Systech Electronics Ltd.","A8D0E3"
"ShangHai sunup lighting CO.,LTD","78B3B9"
"Top Victory Electronics (Taiwan) Co., Ltd.","186571"
"Rosslare Enterprises Limited","F8BC41"
"Greenvity Communications","8486F3"
"Yangzhou ChangLian Network Technology Co,ltd.","205CFA"
"Shenzhen RF Technology Co., Ltd","8C18D9 08D833"
"Vuzix / Lenovo","6099D1"
"Panasonic Taiwan Co.,Ltd.","34F6D2"
"Step forward Group Co., Ltd.","DC2F03"
"KMB systems, s.r.o.","582136"
"Sonos, Inc.","5CAAFD 000E58 949F3E 7828CA B8E937"
"NEC Corporation","8CDF9D 00004C 743A65 58C232 001697 00255C 003013"
"Vubiq Networks, Inc.","6828F6"
"Neterix","44356F"
"DirectPacket Research, Inc,","742EFC"
"SHENZHEN SPACETEK TECHNOLOGY CO.,LTD","20C06D"
"Hitachi Maxell, Ltd., Optronics Division","3CB792"
"Four systems Co.,Ltd.","7491BD"
"Fike Corporation","D43266"
"INDUSTRIAS UNIDAS SA DE CV","948E89"
"Liling FullRiver Electronics & Technology Ltd","9405B6"
"ruwido austria gmbh","1CA2B1"
"Rigado, LLC","945493"
"Guangzhou Younghead Electronic Technology Co.,Ltd","34B7FD"
"AIRTAME ApS","384B76"
"DONGGUAN HELE ELECTRONICS CO., LTD","1C5216"
"CloudBerry Technologies Private Limited","34029B"
"Nishiyama Industry Co.,LTD.","70AF25"
"Shenzhen Guzidi Technology Co.,Ltd","B47C29"
"Electronics Company Limited","2C1A31"
"Fujian Great Power PLC Equipment Co.,Ltd","60C1CB"
"Prophet Electronic Technology Corp.,Ltd","686E48"
"Thread Technology Co., Ltd","30F7D7"
"Silca Spa","3808FD"
"chaowifi.com","7C2587"
"Scientech Materials Corporation","2012D5"
"Skyport Systems","DC3979"
"Suzhou HOTEK  Video Technology Co. Ltd","AC11D3"
"BURG-W?CHTER KG","304225"
"IMS Messsysteme GmbH","1C4840"
"Zioncom Electronics (Shenzhen) Ltd.","F42853 B85510 000EE8 144D67 784476"
"Shenzhen Jin Yun Video Equipment Co., Ltd.","6C0273"
"COMPAL INFORMATION (KUNSHAN) CO., LTD.","F0761C F8A963 B870F4 1C7508 201A06 B888E3 002622 001EEC DC0EA1 FC4596 208984 00235A 001B38 1C3947 705AB6 88AE1D"
"MMPC Inc.","F42833"
"iRule LLC","244F1D"
"Beijing Huafei Technology Co., Ltd.","BC9CC5"
"TAKT Corporation","505065"
"Bluebank Communication Technology Co.Ltd","A4A4D3"
"Maxwell Forest","74F413"
"Shenzhen Linghangyuan Digital Technology Co.,Ltd.","34F0CA"
"Aitexin Technology Co., Ltd","30B5F1"
"Dalian Netmoon Tech Develop Co.,Ltd","882950"
"samtec automotive electronics & software GmbH","08CD9B"
"Shenzhen Xin KingBrand enterprises Co.,Ltd","28FCF6"
"Welgate Co., Ltd.","4C26E7"
"shenzhen yunmao information technologies co., ltd","94D60E"
"GatesAir, Inc","7C6AC3"
"Technische Alternative GmbH","3CCD5A"
"Newbridge Technologies Int. Ltd.","604826"
"MEXUS CO.,LTD","24D13F"
"Wisol","702C1F 485A3F"
"SkyDisk, Inc.","9CBD9D"
"Zhejiang Hite Renewable Energy Co.,LTD","74C621"
"SIFROM Inc.","44C306"
"Shenzhen Linkworld Technology Co,.LTD","54A31B"
"New Singularity International Technical Development Co.,Ltd","5CE7BF"
"Ilshin Elecom","1CEEE8"
"Penguin Computing","6C641A"
"Stage One International Co., Ltd.","E036E3"
"HiTEM Engineering","34466F"
"Ciena Corporation","2C39C1 C4836F 00238A 9C7A03"
"OOO NPP Systemotechnika-NN","6C2C06"
"Wistron InfoComm(Kunshan)Co.,Ltd.","54EE75 94DF4E 3C970E"
"Custom Control Concepts","60812B"
"Suzhou Chi-tek information technology Co., Ltd","F86601"
"Castlenet Technology Inc.","FC4AE9 001C7B"
"Automatic Bar Controls Inc.","34E42A"
"Bointec Taiwan Corporation Limited","20A787"
"Nokia Corporation","A481EE 4C7F62 407A80 B05CE5 D4C1FC 48DCFB E0A670 6C9B02 0CDDEF 544408 C8D10B C8979F F4F5A5 3CC243 2CD2E7 00152A 3C189F DCF110 CC89FD DCC793 A47760 DC9FA4 34C803 940070 502D1D 28D1AF 6CA780 78CA04 A071A9 20D607 80501B 3C25D7 2847AA 708D09 C83D97 38192F A0F419 F48E09 6CE907 AC81F3 10F9EE A8E018 942053 3CF72A 00192D ECF35B EC9B5B BCC6DB FC923B 0CC66A E8CBA1 F85F2A 045A95 9CCAD9 943AF0 AC932F 90CF15 C8DF7C 5C57C8 A84481 8844F6 A87B39 14C126 4C2578 181456 E4EC10 9C4A7B E8150E D49398 78923E DC3EF8 C064C6 2C5A05 B0358D 3C363D D0DB32 A4E731 143605 04A82A 782EEF D45D42 D82A7E D4CBAF D87533 547975 2CCC15 00BD3A A04E04 303855 FCE557"
"Sercomm Corporation","D42122 E06066 00C002 944A0C"
"Research Centre Module","EC1766"
"Huizhou Super Electron Technology Co.,Ltd.","7CFF62"
"AXPRO Technology Inc.","A0D12A"
"MIC Technology Group","30C750"
"NietZsche enterprise Co.Ltd.","442938"
"AHN INC.","D881CE"
"EQUES Technology Co., Limited","E0D31A"
"EnvyLogic Co.,Ltd.","9C3EAA"
"Impex-Sat GmbH&amp;Co KG","909864"
"Experimental Factory of Scientific Engineering and Special Design Department","DCE578"
"Optek Digital Technology company limited","949F3F"
"Pep Digital Technology (Guangzhou) Co., Ltd","987770"
"Telegartner Karl Gartner GmbH","4411C2"
"Hyundai ESG","9451BF"
"R L Drake","F03FF8"
"MAX-TECH,INC","54D163"
"ShenZhen Rapoo Technology Co., Ltd.","E41218 6C5D63"
"Siemens Low Voltage & Products","4486C1"
"eZEX corporation","C83168"
"EUMTECH CO., LTD","F84A73"
"Huami Information Technology Co.,Ltd.","880F10"
"myIDkey","C46BB4"
"tado GmbH","ECE512"
"Technicolor","30918F 9C9726 589835 E0B9E5 C4EA1D A4B1E9 101331 A491B1"
"GUANGDONG TONZE ELECTRIC CO.,LTD","FC09F6"
"Westunitis Co., Ltd.","687848"
"ESSYS","A8B9B3"
"PowerComm Solutions LLC","64B370"
"Toy's Myth Inc.","D86595"
"BALMUDA Inc.","D8DD5F"
"Canopus Systems US LLC","88D962"
"mywerk system GmbH","24C848"
"Trend Electronics Co., Ltd.","2C18AE"
"Atomax Inc.","E097F2"
"Kirisun Communications Co., Ltd.","90F3B7"
"GreenPriz","DCAD9E"
"AKG Acoustics GmbH","B4827B"
"H.K ZONGMU TECHNOLOGY CO., LTD.","908C44"
"shenzhen eyunmei technology co,.ltd","9CF8DB"
"Swisscom Energy Solutions AG","644214"
"ACTP, Inc.","8CCDA2"
"Viscount Systems Inc.","CC720F"
"Alphion India Private Limited","906717"
"MTN Electronic Co. Ltd","24050F"
"SUNGSAM CO,.Ltd","40B6B1"
"OTEC(Shanghai)Technology Co.,Ltd.","98FF6A"
"Jenny Science AG","AC6BAC"
"ADATA Technology Co., Ltd","707C18"
"INTERSENSOR S.R.L.","FC4B1C"
"GMJ ELECTRIC LIMITED","1879A2"
"SHENZHEN TW-SCIE Co., Ltd","E0C86A"
"Neets","80BAE6"
"Luxshare Precision Industry Co.,Ltd.","3C18A0"
"WaveIP","041A04"
"Emerson Climate Technologies Transportation Solutions","50206B"
"Pishion International Co. Ltd","C8EE75"
"aFUN TECHNOLOGY INC.","407496"
"Shenzhen Hualistone Technology Co.,Ltd","18C8E7"
"Shenzhen Linsn Technology Development Co.,Ltd","3CF748"
"Beijing Winchannel Software Technology Co., Ltd","9C039E"
"Kodofon JSC","48A2B7"
"Pintsch Tiefenbach GmbH","443C9C"
"Telefonbau Behnke GmbH","F81CE5"
"ThinGlobal LLC","BC2D98"
"Unikey Technologies","7C72E4"
"Actiontec Electronics, Inc","181BEB F8E4FB 207600 001F90 E86FF2 A83944 00247B 70F196 105F06 001EA7 0026B8 109FA9 0020E0 0C6127 A0A3E2 4C8B30 408B07 007F28 001801 001505 000FB3 002662 10785B 9C1E95"
"Filmetrics Inc.","CC7498"
"IBC TECHNOLOGIES INC.","7C6AB3"
"Mita-Teknik A/S","F0321A 000D6B"
"Helmer Scientific","4CD7B6"
"Contec GmbH","746F3D"
"Syscor Controls &amp; Automation","483D32"
"Onyx Healthcare Inc.","9031CD"
"Addrek Smart Solutions","404A18"
"MIDORI ELECTRONIC CO., LTD.","C4C0AE"
"General Electric Water & Process Technologies","90837A"
"Shenzhen Strong Rising Electronics Co.,Ltd DongGuan Subsidiary","089758"
"Codetek Technology Co.,Ltd","B424E7"
"Budelmann Elektronik GmbH","44EE30"
"Sunbow Telecom Co., Ltd.","38DBBB"
"Voxtronic Technology Computer-Systeme GmbH","2493CA"
"EDP Servicos","688AB5"
"Advantage Pharmacy Services, LLC","F06130"
"iDevices, LLC","D481CA"
"Gionee Communication Equipment Co,Ltd.ShenZhen","B898F7 B8B42E"
"Pacidal Corporation Ltd.","C0F1C4"
"CZ.NIC, z.s.p.o.","D858D7"
"Warp9 Tech Design, Inc.","E8E770"
"ELNO","78CA5E"
"Lenovo Mobile Communication Technology Ltd.","98FFD0 503CC4 70720D D4223F 1436C6 6C5F1C 149FE8 AC3870 CC07E4 C8DDC9 80CF41 EC89F5 0012FE 60D9A0 88708C D87157"
"Actineon","50A054"
"UTStarcom (China) Co.,Ltd","48EE86"
"Jolla Ltd","5056A8"
"LINKCOM","D09D0A"
"WISEWARE, Lda","54FB58"
"ETEK TECHNOLOGY (SHENZHEN) CO.,LTD","28A1EB"
"Adaptrum Inc.","F0F5AE"
"SPECTO PAINEIS ELETRONICOS LTDA","F42896"
"Discovery Technology,LTD..","9C2840"
"YAZAKI Energy System Corporation","F89FB8"
"Huike Electronics (SHENZHEN) CO., LTD.","F037A1"
"WING SING ELECTRONICS HONG KONG LIMITED","6CD1B0"
"CHOFU SEISAKUSHO CO.,LTD","A4F522"
"ESEN Optoelectronics Technology Co.,Ltd.","7CE56B"
"Intercon Systems Co., Ltd.","CC4703"
"Spazio Italia srl","5C3327"
"M-Cube Spa","F85BC9"
"Montage Technology Group Limited","8005DF"
"Host Mobility AB","041B94"
"Micro-Biz intelligence solutions Co.,Ltd","CC2A80"
"MindMade Sp. z o.o.","3859F8"
"Applied Vision Corporation","5C026A"
"AE REFUsol","7CBD06"
"Shenzhen Coship Electronics Co., Ltd.","94BA56 5887E2 846223 A4A80F"
"Samhwa Telecom","2894AF"
"Optowiz Co., Ltd","740EDB"
"abatec group AG","00A2FF"
"Pantech Co., Ltd.","D095C7 D05785 A078BA"
"littleBits Electronics, Inc.","D02C45"
"TECHNART Co.,Ltd","5027C7"
"Westcontrol AS","248000"
"Innometriks Inc","F84A7F"
"TPL SYSTEMES","58639A"
"Shanghai Magic Mobile Telecommunication Co.Ltd.","0C9B13"
"TESCOM CO., LTD.","3C15EA"
"PROSYST","B4CCE9"
"Terewave. Inc.","34A3BF"
"Zhejiang shenghui lighting co.,Ltd","B0CE18"
"SAMJIN Co., Ltd.","286D97"
"SK hynix","ACE42E"
"MCS Logic Inc.","08EF3B 001F47 C43018"
"KAESER KOMPRESSOREN AG","806C8B"
"ThinPAD Technology (Shenzhen)CO.,LTD","048C03"
"Bluwan SA","84E629"
"CommSky Technologies","34CD6D"
"Inventek Systems","C47F51"
"Beijing BenyWave Technology Co., Ltd.","E8D4E0"
"Sunwave Communications Co., Ltd","681D64"
"Vispiron Rotec GmbH","F4CD90"
"Advantage Controls","E438F2"
"Shenzhen Xiaoniao Technology Co.,Ltd","C8F386"
"SkyHawke Technologies, LLC.","E8CE06"
"Laser Light Engines","B0808C"
"Qualisys AB","C419EC"
"Shenzhen Vsun communication technology Co.,ltd","981094"
"APS systems/electronic AG","082719"
"BODi rS, LLC","D4AC4E"
"Nanjing CAS-ZDC IOT SYSTEM CO.,LTD","B03850"
"Hangzhou Sunyard Technology Co., Ltd.","C0DA74"
"KYOCERA Display Corporation","34A843 0017C8 00C0EE"
"Aclima, Inc.","6C5779"
"Physio-Control, Inc","40BD9E"
"Affinegy","581CBD"
"Jiangsu Switter Co., Ltd","F82BC8"
"2Wire Inc","60C397 F81897 001495 002650 00217C 001FB3 640F28 001B5B 002456 002351 00253C 0022A4 C0830A 94C150 60FE20 00D09E 000D72 B0E754 B8E625 F82C18 383BC8 DC7FA4 001288 001EC7 28162E 3CEA4F 749DDC 00183F 0019E4 001AC4 001D5A 34EF44 982CBE 14EDBB"
"Wistron (ChongQing)","3065EC"
"Lokel s.r.o.","5CA3EB"
"Car Connectivity Consortium","04DF69"
"Shanghai Guao Electronic Technology Co., Ltd","28DB81"
"Creatcomm Technology Inc.","9CB793"
"ShenZhen Cando Electronics Co.,Ltd","A0B100"
"In Home Displays Ltd","40560C"
"Sichuan Bihong Broadcast &amp; Television New Technologies Co.,Ltd","9436E0"
"Southwest Microwave, Inc","D4D50D"
"Penetek, Inc","B8CD93"
"Denwa Technology Corp.","F8516D"
"Hanvit SI, Inc.","1078CE"
"APATOR S.A.","D8DA52"
"U&U ENGINEERING INC.","107A86"
"Innokas Group","842F75"
"UPVEL","D4BF7F"
"Indu-Sol GmbH","5061D6"
"YODO Technology Corp. Ltd.","68EC62"
"Leopold Kostal GmbH &Co. KG","F07F0C"
"DAE EUN ELETRONICS CO., LTD","5C22C4"
"Raycore Taiwan Co., LTD.","08482C"
"WindowMaster A/S","F4B381"
"Beijing HCHCOM Technology Co., Ltd","74F102"
"Velex s.r.l.","080EA8"
"China Palms Telecom.Ltd","60FE1E"
"KERNEL-I Co.,LTD","841E26"
"Heinzmann GmbH & CO. KG","349D90"
"Logic3 plc","FC1186"
"NanJing Chaoran Science & Technology Co.,Ltd.","50CD32"
"ERECA","683EEC"
"FONsystem co. ltd.","44619C"
"AREC Inc.","BCBAE1"
"ISC applied systems corp","18FA6F"
"MTMCommunications","880905"
"Airo Wireless","C42628"
"Samsung Semiconductor Inc.","745F00"
"Advantage Electronics","541FD5"
"Metro Ethernet Forum","90FF79"
"GreenBytes, Inc.","E08177"
"Ubizcore Co.,LTD","48F230"
"Beijing Symtech CO.,LTD","B0C95B"
"MACANDC","DCA989"
"V. Stonkaus firma ""Kodinis Raktas""","C05E6F"
"Smartek d.o.o.","6CD146"
"Masimo Corporation","E0C2B7 504A5E C816A5 8809AF"
"RTW GmbH & Co. KG","F82EDB"
"Shenzhen Yichen Technology Development Co.,LTD","045FA7"
"China SSJ (Suzhou) Network Technology Inc.","983F9F"
"SHOWA DENKI CO.,LTD.","F02329"
"AG Elektronik AB","6499A0"
"IMAGO Technologies GmbH","A80180"
"Fujian Sanao Technology Co.,Ltd","044CEF"
"Microstep-MIS spol. s r.o.","DC1DD4"
"FUJITSU LIMITED","E01877 000B5D C47D46 2CD444 502690 8C736E 00E000 00000E 002326 E47FB2 742B62 B09928 FC084A A8B2DA B0ACFA 5C9AD8 001742 38AFD7"
"BLU CASTLE S.A.","149448"
"Grandex International Corporation","40516C"
"MVTECH co., Ltd","D0D471"
"Shanghai Chint Power Systems Co., Ltd.","34ADE4"
"Hanyang Digitech Co.Ltd","1853E0 000358"
"IEEE 1904.1 Working Group","C4E032 908260 58D08F"
"Shenzhen Geniatech Inc, Ltd","ACDBDA"
"Masterwork Automodules","A42C08"
"ATH system","60B185"
"Loxone Electronics GmbH","504F94"
"FLOW DATA INC","8C078C"
"DarbeeVision Inc.","8887DD"
"Corsair Components","807B1E"
"Amicus SK, s.r.o.","A0E25A"
"FASTWEL INTERNATIONAL CO., LTD. Taiwan Branch","F87B62"
"Starkey Labs Inc.","9C9C1D"
"Synaptics, Inc","90CC24"
"Fibar Group sp. z o.o.","AC1702"
"Q9 Networks Inc.","7898FD"
"FiveCo","3C57D5"
"cozybit, Inc.","4C2258"
"Guangzhou Robustel Technologies Co., Limited","34FA40"
"Cameo Communications, Inc.","181725 0018E7 0040F4"
"Out of the Fog Research LLC","E82E24"
"FLAT DISPLAY TECHNOLOGY CORPORATION","1C52D6"
"Mobileeco Co., Ltd","40270B"
"IoT Tech Limited","ACE97F"
"Ubiquitous Communication Co. ltd.","301518"
"ITG, Inc.","101248"
"Ad-Sol Nissin Corp","106FEF"
"Comprehensive Power","A036F0"
"CANON INC.","180CAC F4A997 F80D60 60128B F48139 2C9EFC 888717 000085 84BA3B 001E8F 00BBC1 D8492F"
"Albedo Telecom SL","00DB1E"
"AgJunction","74943D"
"SysMik GmbH Dresden","080C0B"
"Acro Associates, Inc.","7CC8AB"
"NOBLEX SA","C4DA26"
"MileSight Technology Co., Ltd.","1CC316"
"SCSpro Co.,Ltd","C4E7BE"
"Qingdao Santong Digital Technology Co.Ltd","4495FA"
"VisionVera International Co., Ltd.","60F2EF"
"Futaba-Kikaku","B01266"
"Newland Design + Assoc. Inc.","909DE0"
"Villiger Security Solutions AG","6CE4CE"
"+plugg srl","30F33A"
"Lufkin Industries","58CF4B"
"SMC Networks Inc","C4393A B89BC9 78CD8E"
"Wi-Fi Alliance","D45C70 506F9A"
"World Elite Technology Co.,LTD","08EBED"
"EWM Hightec Welding GmbH","60BC4C"
"Simon-Kaloi Engineering","F41E26"
"SAMBON PRECISON and ELECTRONICS","C44567"
"DONG OH PRECISION CO., LTD. ","D0738E"
"Elsys Equipamentos Eletronicos Ltda","E8718D"
"Advance Vision Electronics Co. Ltd.","3C83B5"
"ATCOM Technology Co.Ltd.","808287"
"GERP Solution","28A192"
"Gerhard D. Wempe KG","A08C15"
"SOREEL","485261"
"KangSheng LTD.","10FBF0"
"Kessler Crane Inc.","3C57BD"
"SilverPlus, Inc","600F77"
"PowerCloud Systems, Inc.","6851B7"
"Adaptive Wireless Solutions, LLC","A44E2D"
"AES Corporation","3CC12C"
"EDIC Systems Inc.","0CCDFB"
"DeviceDesign","2CE2A8"
"Axion Technologies Inc.","B49DB4"
"Conti Temic Microelectronic GmbH","D8182B 0036F8"
"PLATH GmbH","304449"
"Shanghai Uniscope Technologies Co.,Ltd","94FD2E"
"Wonderlan (Beijing) Technology Co., Ltd.","64A341"
"Plugable Technologies","8CAE4C"
"Rainforest Automation, Inc.","D8D5B9"
"Eden Innovations","C0A0E2"
"Shenzhen Reecam Tech.Ltd.","E8ABFA"
"LITE-ON CLEAN ENERGY TECHNOLOGY CORP.","58874C"
"Imaging Diagnostics","E85BF0"
"Cheetah Hi-Tech, Inc.","20DC93"
"DAEHAP HYPER-TECH","7846C4 0026A8 78CB68"
"Visteon Corporation","0CD9C1 7CFC3C 000A30 000993"
"RF IDeas","68AB8A"
"SAE IT-systems GmbH & Co. KG","70E24C"
"Siano Mobile Silicon Ltd.","88615A"
"Shenzhen Ostar Display Electronic Co.,Ltd","30215B"
"B?rkert Werke GmbH","DCB058"
"DIGIBRAS INDUSTRIA DO BRASILS/A","641C67"
"Vertu Corporation Limited","C8E1A7"
"DEP Company","88D7BC"
"CountMax,  ltd","F49466"
"KST technology","4CAB33"
"NIC.br- Nucleo de Informacao e Coordenacao do Ponto BR","5CE0F6"
"ARIMA Communications Corp.","00E666 000D92 40BA61"
"Litemax Electronics Inc.","B4DFFA"
"Rosewill Inc.","681CA2"
"Bekey A/S","7C092B"
"Arcadia Networks Co. Ltd. ","D808F5"
"NET2GRID BV","84DF0C"
"Color-Chip","E425E9"
"Amscreen Group Ltd","F44848"
"WKK TECHNOLOGY LTD.","441319"
"Hills Sound Vision & Lighting","088F2C"
"Shenzhen CATIC Bit Communications Technology Co.,Ltd","3C9F81"
"Shandong Taixin Electronic co.,Ltd","642216"
