"Port Number","Service Name","Description"
"428","ocs_cmu","OCS_CMU"
"429","ocs-amu","OCS_AMU
IANA assigned this well-formed service name as a replacement for ""ocs_amu""."
"429","ocs_amu","OCS_AMU"
"429","ocs-amu","OCS_AMU
IANA assigned this well-formed service name as a replacement for ""ocs_amu""."
"429","ocs_amu","OCS_AMU"
"430","utmpsd","UTMPSD"
"430","utmpsd","UTMPSD"
"431","utmpcd","UTMPCD"
"431","utmpcd","UTMPCD"
"432","iasd","IASD"
"432","iasd","IASD"
"433","nnsp","NNTP for transit servers (NNSP)"
"433","nnsp","NNTP for transit servers (NNSP)"
"434","mobileip-agent","MobileIP-Agent"
"434","mobileip-agent","MobileIP-Agent"
"435","mobilip-mn","MobilIP-MN"
"435","mobilip-mn","MobilIP-MN"
"436","dna-cml","DNA-CML"
"436","dna-cml","DNA-CML"
"437","comscm","comscm"
"437","comscm","comscm"
"438","dsfgw","dsfgw"
"438","dsfgw","dsfgw"
"439","dasp","dasp"
"439","dasp","dasp"
"440","sgcp","sgcp"
"440","sgcp","sgcp"
"441","decvms-sysmgt","decvms-sysmgt"
"441","decvms-sysmgt","decvms-sysmgt"
"442","cvc-hostd","cvc_hostd
IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
"442","cvc_hostd","cvc_hostd"
"442","cvc-hostd","cvc_hostd
IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
"442","cvc_hostd","cvc_hostd"
"443","https","http protocol over TLS/SSL"
"443","https","http protocol over TLS/SSL"
"443","https","HTTPS"
"444","snpp","Simple Network Paging Protocol"
"444","snpp","Simple Network Paging Protocol"
"445","microsoft-ds","Microsoft-DS"
"445","microsoft-ds","Microsoft-DS"
"446","ddm-rdb","DDM-Remote Relational Database Access"
"446","ddm-rdb","DDM-Remote Relational Database Access"
"447","ddm-dfm","DDM-Distributed File Management"
"447","ddm-dfm","DDM-Distributed File Management"
"448","ddm-ssl","DDM-Remote DB Access Using Secure Sockets"
"448","ddm-ssl","DDM-Remote DB Access Using Secure Sockets"
"449","as-servermap","AS Server Mapper"
"449","as-servermap","AS Server Mapper"
"450","tserver","Computer Supported Telecomunication Applications"
"450","tserver","Computer Supported Telecomunication Applications"
"451","sfs-smp-net","Cray Network Semaphore server"
"451","sfs-smp-net","Cray Network Semaphore server"
"452","sfs-config","Cray SFS config server"
"452","sfs-config","Cray SFS config server"
"453","creativeserver","CreativeServer"
"453","creativeserver","CreativeServer"
"454","contentserver","ContentServer"
"454","contentserver","ContentServer"
"455","creativepartnr","CreativePartnr"
"455","creativepartnr","CreativePartnr"
"456","macon-tcp","macon-tcp"
"456","macon-udp","macon-udp"
"457","scohelp","scohelp"
"457","scohelp","scohelp"
"458","appleqtc","apple quick time"
"458","appleqtc","apple quick time"
"459","ampr-rcmd","ampr-rcmd"
"459","ampr-rcmd","ampr-rcmd"
"460","skronk","skronk"
"460","skronk","skronk"
"461","datasurfsrv","DataRampSrv"
"461","datasurfsrv","DataRampSrv"
"462","datasurfsrvsec","DataRampSrvSec"
"462","datasurfsrvsec","DataRampSrvSec"
"463","alpes","alpes"
"463","alpes","alpes"
"464","kpasswd","kpasswd"
"464","kpasswd","kpasswd"
"465","urd","URL Rendesvous Directory for SSM"
"465","igmpv3lite","IGMP over UDP for SSM"
"466","digital-vrc","digital-vrc"
"466","digital-vrc","digital-vrc"
"467","mylex-mapd","mylex-mapd"
"467","mylex-mapd","mylex-mapd"
"468","photuris","proturis"
"468","photuris","proturis"
"469","rcp","Radio Control Protocol"
"469","rcp","Radio Control Protocol"
"470","scx-proxy","scx-proxy"
"470","scx-proxy","scx-proxy"
"471","mondex","Mondex"
"471","mondex","Mondex"
"472","ljk-login","ljk-login"
"472","ljk-login","ljk-login"
"473","hybrid-pop","hybrid-pop"
"473","hybrid-pop","hybrid-pop"
"474","tn-tl-w1","tn-tl-w1"
"474","tn-tl-w2","tn-tl-w2"
"475","tcpnethaspsrv","tcpnethaspsrv"
"475","tcpnethaspsrv","tcpnethaspsrv"
"476","tn-tl-fd1","tn-tl-fd1"
"476","tn-tl-fd1","tn-tl-fd1"
"477","ss7ns","ss7ns"
"477","ss7ns","ss7ns"
"478","spsc","spsc"
"478","spsc","spsc"
"479","iafserver","iafserver"
"479","iafserver","iafserver"
"480","iafdbase","iafdbase"
"480","iafdbase","iafdbase"
"481","ph","Ph service"
"481","ph","Ph service"
"482","bgs-nsi","bgs-nsi"
"482","bgs-nsi","bgs-nsi"
"483","ulpnet","ulpnet"
"483","ulpnet","ulpnet"
"484","integra-sme","Integra Software Management Environment"
"484","integra-sme","Integra Software Management Environment"
"485","powerburst","Air Soft Power Burst"
"485","powerburst","Air Soft Power Burst"
"486","avian","avian"
"486","avian","avian"
"487","saft","saft Simple Asynchronous File Transfer"
"487","saft","saft Simple Asynchronous File Transfer"
"488","gss-http","gss-http"
"488","gss-http","gss-http"
"489","nest-protocol","nest-protocol"
"489","nest-protocol","nest-protocol"
"490","micom-pfs","micom-pfs"
"490","micom-pfs","micom-pfs"
"491","go-login","go-login"
"491","go-login","go-login"
"492","ticf-1","Transport Independent Convergence for FNA"
"492","ticf-1","Transport Independent Convergence for FNA"
"493","ticf-2","Transport Independent Convergence for FNA"
"493","ticf-2","Transport Independent Convergence for FNA"
"494","pov-ray","POV-Ray"
"494","pov-ray","POV-Ray"
"495","intecourier","intecourier"
"495","intecourier","intecourier"
"496","pim-rp-disc","PIM-RP-DISC"
"496","pim-rp-disc","PIM-RP-DISC"
"497","retrospect","Retrospect backup and restore service"
"497","retrospect","Retrospect backup and restore service"
"498","siam","siam"
"498","siam","siam"
"499","iso-ill","ISO ILL Protocol"
"499","iso-ill","ISO ILL Protocol"
"500","isakmp","isakmp"
"500","isakmp","isakmp"
"501","stmf","STMF"
"501","stmf","STMF"
"502","mbap","Modbus Application Protocol"
"502","mbap","Modbus Application Protocol"
"503","intrinsa","Intrinsa"
"503","intrinsa","Intrinsa"
"504","citadel","citadel"
"504","citadel","citadel"
"505","mailbox-lm","mailbox-lm"
"505","mailbox-lm","mailbox-lm"
"506","ohimsrv","ohimsrv"
"506","ohimsrv","ohimsrv"
"507","crs","crs"
"507","crs","crs"
"508","xvttp","xvttp"
"508","xvttp","xvttp"
"509","snare","snare"
"509","snare","snare"
"510","fcp","FirstClass Protocol"
"510","fcp","FirstClass Protocol"
"511","passgo","PassGo"
"511","passgo","PassGo"
"512","exec","remote process execution; authentication performed using passwords and UNIX login names"
"512","comsat",""
"512","biff","used by mail system to notify users of new mail received; currently receives messages only from processes on the same machine"
"513","login","remote login a la telnet; automatic authentication performed based on priviledged port numbers and distributed data bases which identify ""authentication domains"""
"513","who","maintains data bases showing who's logged in to machines on a local net and the load average of the machine"
"514","shell","cmd like exec, but automatic authentication is performed as for login server"
"514","syslog",""
"515","printer","spooler"
"515","printer","spooler"
"516","videotex","videotex"
"516","videotex","videotex"
"517","talk","like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)"
"517","talk","like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)"
"518","ntalk",""
"518","ntalk",""
"519","utime","unixtime"
"519","utime","unixtime"
"520","efs","extended file name server"
"520","router","local routing process (on site); uses variant of Xerox NS routing information protocol - RIP"
"521","ripng","ripng"
"521","ripng","ripng"
"522","ulp","ULP"
"522","ulp","ULP"
"523","ibm-db2","IBM-DB2"
"523","ibm-db2","IBM-DB2"
"524","ncp","NCP"
"524","ncp","NCP"
"525","timed","timeserver"
"525","timed","timeserver"
"526","tempo","newdate"
"526","tempo","newdate"
"527","stx","Stock IXChange"
"527","stx","Stock IXChange"
"528","custix","Customer IXChange"
"528","custix","Customer IXChange"
"529","irc-serv","IRC-SERV"
"529","irc-serv","IRC-SERV"
"530","courier","rpc"
"530","courier","rpc"
"531","conference","chat"
"531","conference","chat"
"532","netnews","readnews"
"532","netnews","readnews"
"533","netwall","for emergency broadcasts"
"533","netwall","for emergency broadcasts"
"534","windream","windream Admin"
"534","windream","windream Admin"
"535","iiop","iiop"
"535","iiop","iiop"
"536","opalis-rdv","opalis-rdv"
"536","opalis-rdv","opalis-rdv"
"537","nmsp","Networked Media Streaming Protocol"
"537","nmsp","Networked Media Streaming Protocol"
"538","gdomap","gdomap"
"538","gdomap","gdomap"
"539","apertus-ldp","Apertus Technologies Load Determination"
"539","apertus-ldp","Apertus Technologies Load Determination"
"540","uucp","uucpd"
"540","uucp","uucpd"
"541","uucp-rlogin","uucp-rlogin"
"541","uucp-rlogin","uucp-rlogin"
"542","commerce","commerce"
"542","commerce","commerce"
"543","klogin",""
"543","klogin",""
"544","kshell","krcmd"
"544","kshell","krcmd"
"545","appleqtcsrvr","appleqtcsrvr"
"545","appleqtcsrvr","appleqtcsrvr"
"546","dhcpv6-client","DHCPv6 Client"
"546","dhcpv6-client","DHCPv6 Client"
"547","dhcpv6-server","DHCPv6 Server"
"547","dhcpv6-server","DHCPv6 Server"
"548","afpovertcp","AFP over TCP"
"548","afpovertcp","AFP over TCP"
"549","idfp","IDFP"
"549","idfp","IDFP"
"550","new-rwho","new-who"
"550","new-rwho","new-who"
"551","cybercash","cybercash"
"551","cybercash","cybercash"
"552","devshr-nts","DeviceShare"
"552","devshr-nts","DeviceShare"
"553","pirp","pirp"
"553","pirp","pirp"
"554","rtsp","Real Time Streaming Protocol (RTSP)"
"554","rtsp","Real Time Streaming Protocol (RTSP)"
"555","dsf",""
"555","dsf",""
"556","remotefs","rfs server"
"556","remotefs","rfs server"
"557","openvms-sysipc","openvms-sysipc"
"557","openvms-sysipc","openvms-sysipc"
"558","sdnskmp","SDNSKMP"
"558","sdnskmp","SDNSKMP"
"559","teedtap","TEEDTAP"
"559","teedtap","TEEDTAP"
"560","rmonitor","rmonitord"
"560","rmonitor","rmonitord"
"561","monitor",""
"561","monitor",""
"562","chshell","chcmd"
"562","chshell","chcmd"
"563","nntps","nntp protocol over TLS/SSL (was snntp)"
"563","nntps","nntp protocol over TLS/SSL (was snntp)"
"564","9pfs","plan 9 file service"
"564","9pfs","plan 9 file service"
"565","whoami","whoami"
"565","whoami","whoami"
"566","streettalk","streettalk"
"566","streettalk","streettalk"
"567","banyan-rpc","banyan-rpc"
"567","banyan-rpc","banyan-rpc"
"568","ms-shuttle","microsoft shuttle"
"568","ms-shuttle","microsoft shuttle"
"569","ms-rome","microsoft rome"
"569","ms-rome","microsoft rome"
"570","meter","demon"
"570","meter","demon"
"571","meter","udemon"
"571","meter","udemon"
"572","sonar","sonar"
"572","sonar","sonar"
"573","banyan-vip","banyan-vip"
"573","banyan-vip","banyan-vip"
"574","ftp-agent","FTP Software Agent System"
"574","ftp-agent","FTP Software Agent System"
"575","vemmi","VEMMI"
"575","vemmi","VEMMI"
"576","ipcd","ipcd"
"576","ipcd","ipcd"
"577","vnas","vnas"
"577","vnas","vnas"
"578","ipdd","ipdd"
"578","ipdd","ipdd"
"579","decbsrv","decbsrv"
"579","decbsrv","decbsrv"
"580","sntp-heartbeat","SNTP HEARTBEAT"
"580","sntp-heartbeat","SNTP HEARTBEAT"
"581","bdp","Bundle Discovery Protocol"
"581","bdp","Bundle Discovery Protocol"
"582","scc-security","SCC Security"
"582","scc-security","SCC Security"
"583","philips-vc","Philips Video-Conferencing"
"583","philips-vc","Philips Video-Conferencing"
"584","keyserver","Key Server"
"584","keyserver","Key Server"
"585","","De-registered"
"586","password-chg","Password Change"
"586","password-chg","Password Change"
"587","submission","Message Submission"
"587","submission","Message Submission"
"588","cal","CAL"
"588","cal","CAL"
"589","eyelink","EyeLink"
"589","eyelink","EyeLink"
"590","tns-cml","TNS CML"
"590","tns-cml","TNS CML"
"591","http-alt","FileMaker, Inc. - HTTP Alternate (see Port 80)"
"591","http-alt","FileMaker, Inc. - HTTP Alternate (see Port 80)"
"592","eudora-set","Eudora Set"
"592","eudora-set","Eudora Set"
"593","http-rpc-epmap","HTTP RPC Ep Map"
"593","http-rpc-epmap","HTTP RPC Ep Map"
"594","tpip","TPIP"
"594","tpip","TPIP"
"595","cab-protocol","CAB Protocol"
"595","cab-protocol","CAB Protocol"
"596","smsd","SMSD"
"596","smsd","SMSD"
"597","ptcnameservice","PTC Name Service"
"597","ptcnameservice","PTC Name Service"
"598","sco-websrvrmg3","SCO Web Server Manager 3"
"598","sco-websrvrmg3","SCO Web Server Manager 3"
"599","acp","Aeolon Core Protocol"
"599","acp","Aeolon Core Protocol"
"600","ipcserver","Sun IPC server"
"600","ipcserver","Sun IPC server"
"601","syslog-conn","Reliable Syslog Service"
"601","syslog-conn","Reliable Syslog Service"
"602","xmlrpc-beep","XML-RPC over BEEP"
"602","xmlrpc-beep","XML-RPC over BEEP"
"603","idxp","IDXP"
"603","idxp","IDXP"
"604","tunnel","TUNNEL"
"604","tunnel","TUNNEL"
"605","soap-beep","SOAP over BEEP"
"605","soap-beep","SOAP over BEEP"
"606","urm","Cray Unified Resource Manager"
"606","urm","Cray Unified Resource Manager"
"607","nqs","nqs"
"607","nqs","nqs"
"608","sift-uft","Sender-Initiated/Unsolicited File Transfer"
"608","sift-uft","Sender-Initiated/Unsolicited File Transfer"
"609","npmp-trap","npmp-trap"
"609","npmp-trap","npmp-trap"
"610","npmp-local","npmp-local"
"610","npmp-local","npmp-local"
"611","npmp-gui","npmp-gui"
"611","npmp-gui","npmp-gui"
"612","hmmp-ind","HMMP Indication"
"612","hmmp-ind","HMMP Indication"
"613","hmmp-op","HMMP Operation"
"613","hmmp-op","HMMP Operation"
"614","sshell","SSLshell"
"614","sshell","SSLshell"
"615","sco-inetmgr","Internet Configuration Manager"
"615","sco-inetmgr","Internet Configuration Manager"
"616","sco-sysmgr","SCO System Administration Server"
"616","sco-sysmgr","SCO System Administration Server"
"617","sco-dtmgr","SCO Desktop Administration Server"
"617","sco-dtmgr","SCO Desktop Administration Server"
"618","dei-icda","DEI-ICDA"
"618","dei-icda","DEI-ICDA"
"619","compaq-evm","Compaq EVM"
"619","compaq-evm","Compaq EVM"
"620","sco-websrvrmgr","SCO WebServer Manager"
"620","sco-websrvrmgr","SCO WebServer Manager"
"621","escp-ip","ESCP"
"621","escp-ip","ESCP"
"622","collaborator","Collaborator"
"622","collaborator","Collaborator"
"623","oob-ws-http","DMTF out-of-band web services management protocol"
"623","asf-rmcp","ASF Remote Management and Control Protocol"
"624","cryptoadmin","Crypto Admin"
"624","cryptoadmin","Crypto Admin"
"625","dec-dlm","DEC DLM
IANA assigned this well-formed service name as a replacement for ""dec_dlm""."
"625","dec_dlm","DEC DLM"
"625","dec-dlm","DEC DLM
IANA assigned this well-formed service name as a replacement for ""dec_dlm""."
"625","dec_dlm","DEC DLM"
"626","asia","ASIA"
"626","asia","ASIA"
"627","passgo-tivoli","PassGo Tivoli"
"627","passgo-tivoli","PassGo Tivoli"
"628","qmqp","QMQP"
"628","qmqp","QMQP"
"629","3com-amp3","3Com AMP3"
"629","3com-amp3","3Com AMP3"
"630","rda","RDA"
"630","rda","RDA"
"631","ipp","IPP (Internet Printing Protocol)"
"631","ipp","IPP (Internet Printing Protocol)"
"632","bmpp","bmpp"
"632","bmpp","bmpp"
"633","servstat","Service Status update (Sterling Software)"
"633","servstat","Service Status update (Sterling Software)"
"634","ginad","ginad"
"634","ginad","ginad"
"635","rlzdbase","RLZ DBase"
"635","rlzdbase","RLZ DBase"
"636","ldaps","ldap protocol over TLS/SSL (was sldap)"
"636","ldaps","ldap protocol over TLS/SSL (was sldap)"
"637","lanserver","lanserver"
"637","lanserver","lanserver"
"638","mcns-sec","mcns-sec"
"638","mcns-sec","mcns-sec"
"639","msdp","MSDP"
"639","msdp","MSDP"
"640","entrust-sps","entrust-sps"
"640","entrust-sps","entrust-sps"
"641","repcmd","repcmd"
"641","repcmd","repcmd"
"642","esro-emsdp","ESRO-EMSDP V1.3"
"642","esro-emsdp","ESRO-EMSDP V1.3"
"643","sanity","SANity"
"643","sanity","SANity"
"644","dwr","dwr"
"644","dwr","dwr"
"645","pssc","PSSC"
"645","pssc","PSSC"
"646","ldp","LDP"
"646","ldp","LDP"
"647","dhcp-failover","DHCP Failover"
"647","dhcp-failover","DHCP Failover"
"648","rrp","Registry Registrar Protocol (RRP)"
"648","rrp","Registry Registrar Protocol (RRP)"
"649","cadview-3d","Cadview-3d - streaming 3d models over the internet"
"649","cadview-3d","Cadview-3d - streaming 3d models over the internet"
"650","obex","OBEX"
"650","obex","OBEX"
"651","ieee-mms","IEEE MMS"
"651","ieee-mms","IEEE MMS"
"652","hello-port","HELLO_PORT"
"652","hello-port","HELLO_PORT"
"653","repscmd","RepCmd"
"653","repscmd","RepCmd"
"654","aodv","AODV"
"654","aodv","AODV"
"655","tinc","TINC"
"655","tinc","TINC"
"656","spmp","SPMP"
"656","spmp","SPMP"
"657","rmc","RMC"
"657","rmc","RMC"
"658","tenfold","TenFold"
"658","tenfold","TenFold"
"659","","Removed"
"660","mac-srvr-admin","MacOS Server Admin"
"660","mac-srvr-admin","MacOS Server Admin"
"661","hap","HAP"
"661","hap","HAP"
"662","pftp","PFTP"
"662","pftp","PFTP"
"663","purenoise","PureNoise"
"663","purenoise","PureNoise"
"664","oob-ws-https","DMTF out-of-band secure web services management protocol"
"664","asf-secure-rmcp","ASF Secure Remote Management and Control Protocol"
"665","sun-dr","Sun DR"
"665","sun-dr","Sun DR"
"666","mdqs",""
"666","mdqs",""
"666","doom","doom Id Software"
"666","doom","doom Id Software"
"667","disclose","campaign contribution disclosures - SDR Technologies"
"667","disclose","campaign contribution disclosures - SDR Technologies"
"668","mecomm","MeComm"
"668","mecomm","MeComm"
"669","meregister","MeRegister"
"669","meregister","MeRegister"
"670","vacdsm-sws","VACDSM-SWS"
"670","vacdsm-sws","VACDSM-SWS"
"671","vacdsm-app","VACDSM-APP"
"671","vacdsm-app","VACDSM-APP"
"672","vpps-qua","VPPS-QUA"
"672","vpps-qua","VPPS-QUA"
"673","cimplex","CIMPLEX"
"673","cimplex","CIMPLEX"
"674","acap","ACAP"
"674","acap","ACAP"
"675","dctp","DCTP"
"675","dctp","DCTP"
"676","vpps-via","VPPS Via"
